KEY,FREQ,CURRENCY,CURRENCY_DENOM,EXR_TYPE,EXR_SUFFIX,TIME_PERIOD,OBS_VALUE,OBS_STATUS,OBS_CONF,OBS_PRE_BREAK,OBS_COM,TIME_FORMAT,BREAKS,COLLECTION,COMPILING_ORG,DISS_ORG,DOM_SER_IDS,PUBL_ECB,PUBL_MU,PUBL_PUBLIC,UNIT_INDEX_BASE,COMPILATION,COVERAGE,DECIMALS,NAT_TITLE,SOURCE_AGENCY,SOURCE_PUB,TITLE,TITLE_COMPL,UNIT,UNIT_MULT
EXR.M.PLN.EUR.SP00.A,M,PLN,EUR,SP00,A,2005-08,4.0436173913043,A,F,,,P1M,,A,,,,,,,99Q1=100,,,4,,4F0,,Polish zloty/Euro,"ECB reference exchange rate, Polish zloty/Euro, 2.15 pm (C.E.T.)",PLN,0
EXR.M.PLN.EUR.SP00.A,M,PLN,EUR,SP00,A,2005-09,3.9160090909091,A,F,,,P1M,,A,,,,,,,99Q1=100,,,4,,4F0,,Polish zloty/Euro,"ECB reference exchange rate, Polish zloty/Euro, 2.15 pm (C.E.T.)",PLN,0
EXR.M.PLN.EUR.SP00.A,M,PLN,EUR,SP00,A,2005-10,3.9228666666667,A,F,,,P1M,,A,,,,,,,99Q1=100,,,4,,4F0,,Polish zloty/Euro,"ECB reference exchange rate, Polish zloty/Euro, 2.15 pm (C.E.T.)",PLN,0
EXR.M.PLN.EUR.SP00.A,M,PLN,EUR,SP00,A,2005-11,3.9701181818182,A,F,,,P1M,,A,,,,,,,99Q1=100,,,4,,4F0,,Polish zloty/Euro,"ECB reference exchange rate, Polish zloty/Euro, 2.15 pm (C.E.T.)",PLN,0
EXR.M.PLN.EUR.SP00.A,M,PLN,EUR,SP00,A,2005-12,3.8501428571429,A,F,,,P1M,,A,,,,,,,99Q1=100,,,4,,4F0,,Polish zloty/Euro,"ECB reference exchange rate, Polish zloty/Euro, 2.15 pm (C.E.T.)",PLN,0
EXR.M.PLN.EUR.SP00.A,M,PLN,EUR,SP00,A,2006-01,3.8201,A,F,,,P1M,,A,,,,,,,99Q1=100,,,4,,4F0,,Polish zloty/Euro,"ECB reference exchange rate, Polish zloty/Euro, 2.15 pm (C.E.T.)",PLN,0
EXR.M.PLN.EUR.SP00.A,M,PLN,EUR,SP00,A,2006-02,3.79414,A,F,,,P1M,,A,,,,,,,99Q1=100,,,4,,4F0,,Polish zloty/Euro,"ECB reference exchange rate, Polish zloty/Euro, 2.15 pm (C.E.T.)",PLN,0
EXR.M.PLN.EUR.SP00.A,M,PLN,EUR,SP00,A,2006-03,3.8836565217391,A,F,,,P1M,,A,,,,,,,99Q1=100,,,4,,4F0,,Polish zloty/Euro,"ECB reference exchange rate, Polish zloty/Euro, 2.15 pm (C.E.T.)",PLN,0
EXR.M.PLN.EUR.SP00.A,M,PLN,EUR,SP00,A,2006-04,3.9176722222222,A,F,,,P1M,,A,,,,,,,99Q1=100,,,4,,4F0,,Polish zloty/Euro,"ECB reference exchange rate, Polish zloty/Euro, 2.15 pm (C.E.T.)",PLN,0
EXR.M.PLN.EUR.SP00.A,M,PLN,EUR,SP00,A,2006-05,3.8953863636364,A,F,,,P1M,,A,,,,,,,99Q1=100,,,4,,4F0,,Polish zloty/Euro,"ECB reference exchange rate, Polish zloty/Euro, 2.15 pm (C.E.T.)",PLN,0
EXR.M.PLN.EUR.SP00.A,M,PLN,EUR,SP00,A,2006-06,4.0260863636364,A,F,,,P1M,,A,,,,,,,99Q1=100,,,4,,4F0,,Polish zloty/Euro,"ECB reference exchange rate, Polish zloty/Euro, 2.15 pm (C.E.T.)",PLN,0
EXR.M.PLN.EUR.SP00.A,M,PLN,EUR,SP00,A,2006-07,3.9962238095238,A,F,,,P1M,,A,,,,,,,99Q1=100,,,4,,4F0,,Polish zloty/Euro,"ECB reference exchange rate, Polish zloty/Euro, 2.15 pm (C.E.T.)",PLN,0
EXR.M.PLN.EUR.SP00.A,M,PLN,EUR,SP00,A,2006-08,3.9045739130435,A,F,,,P1M,,A,,,,,,,99Q1=100,,,4,,4F0,,Polish zloty/Euro,"ECB reference exchange rate, Polish zloty/Euro, 2.15 pm (C.E.T.)",PLN,0
EXR.M.PLN.EUR.SP00.A,M,PLN,EUR,SP00,A,2006-09,3.964919047619,A,F,,,P1M,,A,,,,,,,99Q1=100,,,4,,4F0,,Polish zloty/Euro,"ECB reference exchange rate, Polish zloty/Euro, 2.15 pm (C.E.T.)",PLN,0
EXR.M.PLN.EUR.SP00.A,M,PLN,EUR,SP00,A,2006-10,3.9013636363636,A,F,,,P1M,,A,,,,,,,99Q1=100,,,4,,4F0,,Polish zloty/Euro,"ECB reference exchange rate, Polish zloty/Euro, 2.15 pm (C.E.T.)",PLN,0
EXR.M.PLN.EUR.SP00.A,M,PLN,EUR,SP00,A,2006-11,3.8248363636364,A,F,,,P1M,,A,,,,,,,99Q1=100,,,4,,4F0,,Polish zloty/Euro,"ECB reference exchange rate, Polish zloty/Euro, 2.15 pm (C.E.T.)",PLN,0
EXR.M.PLN.EUR.SP00.A,M,PLN,EUR,SP00,A,2006-12,3.8125210526316,A,F,,,P1M,,A,,,,,,,99Q1=100,,,4,,4F0,,Polish zloty/Euro,"ECB reference exchange rate, Polish zloty/Euro, 2.15 pm (C.E.T.)",PLN,0
EXR.M.PLN.EUR.SP00.A,M,PLN,EUR,SP00,A,2007-01,3.8794909090909,A,F,,,P1M,,A,,,,,,,99Q1=100,,,4,,4F0,,Polish zloty/Euro,"ECB reference exchange rate, Polish zloty/Euro, 2.15 pm (C.E.T.)",PLN,0
EXR.M.PLN.EUR.SP00.A,M,PLN,EUR,SP00,A,2007-02,3.89433,A,F,,,P1M,,A,,,,,,,99Q1=100,,,4,,4F0,,Polish zloty/Euro,"ECB reference exchange rate, Polish zloty/Euro, 2.15 pm (C.E.T.)",PLN,0
EXR.M.PLN.EUR.SP00.A,M,PLN,EUR,SP00,A,2007-03,3.8859409090909,A,F,,,P1M,,A,,,,,,,99Q1=100,,,4,,4F0,,Polish zloty/Euro,"ECB reference exchange rate, Polish zloty/Euro, 2.15 pm (C.E.T.)",PLN,0
EXR.M.PLN.EUR.SP00.A,M,PLN,EUR,SP00,A,2007-04,3.8143631578947,A,F,,,P1M,,A,,,,,,,99Q1=100,,,4,,4F0,,Polish zloty/Euro,"ECB reference exchange rate, Polish zloty/Euro, 2.15 pm (C.E.T.)",PLN,0
EXR.M.PLN.EUR.SP00.A,M,PLN,EUR,SP00,A,2007-05,3.7818772727273,A,F,,,P1M,,A,,,,,,,99Q1=100,,,4,,4F0,,Polish zloty/Euro,"ECB reference exchange rate, Polish zloty/Euro, 2.15 pm (C.E.T.)",PLN,0
EXR.M.PLN.EUR.SP00.A,M,PLN,EUR,SP00,A,2007-06,3.8074095238095,A,F,,,P1M,,A,,,,,,,99Q1=100,,,4,,4F0,,Polish zloty/Euro,"ECB reference exchange rate, Polish zloty/Euro, 2.15 pm (C.E.T.)",PLN,0
EXR.M.PLN.EUR.SP00.A,M,PLN,EUR,SP00,A,2007-07,3.7682136363636,A,F,,,P1M,,A,,,,,,,99Q1=100,,,4,,4F0,,Polish zloty/Euro,"ECB reference exchange rate, Polish zloty/Euro, 2.15 pm (C.E.T.)",PLN,0
EXR.M.PLN.EUR.SP00.A,M,PLN,EUR,SP00,A,2007-08,3.8116347826087,A,F,,,P1M,,A,,,,,,,99Q1=100,,,4,,4F0,,Polish zloty/Euro,"ECB reference exchange rate, Polish zloty/Euro, 2.15 pm (C.E.T.)",PLN,0
EXR.M.PLN.EUR.SP00.A,M,PLN,EUR,SP00,A,2007-09,3.78913,A,F,,,P1M,,A,,,,,,,99Q1=100,,,4,,4F0,,Polish zloty/Euro,"ECB reference exchange rate, Polish zloty/Euro, 2.15 pm (C.E.T.)",PLN,0
EXR.M.PLN.EUR.SP00.A,M,PLN,EUR,SP00,A,2007-10,3.7062347826087,A,F,,,P1M,,A,,,,,,,99Q1=100,,,4,,4F0,,Polish zloty/Euro,"ECB reference exchange rate, Polish zloty/Euro, 2.15 pm (C.E.T.)",PLN,0
EXR.M.PLN.EUR.SP00.A,M,PLN,EUR,SP00,A,2007-11,3.6575363636364,A,F,,,P1M,,A,,,,,,,99Q1=100,,,4,,4F0,,Polish zloty/Euro,"ECB reference exchange rate, Polish zloty/Euro, 2.15 pm (C.E.T.)",PLN,0
EXR.M.PLN.EUR.SP00.A,M,PLN,EUR,SP00,A,2007-12,3.6014736842105,A,F,,,P1M,,A,,,,,,,99Q1=100,,,4,,4F0,,Polish zloty/Euro,"ECB reference exchange rate, Polish zloty/Euro, 2.15 pm (C.E.T.)",PLN,0
EXR.M.PLN.EUR.SP00.A,M,PLN,EUR,SP00,A,2008-01,3.60915,A,F,,,P1M,,A,,,,,,,99Q1=100,,,4,,4F0,,Polish zloty/Euro,"ECB reference exchange rate, Polish zloty/Euro, 2.15 pm (C.E.T.)",PLN,0
EXR.M.PLN.EUR.SP00.A,M,PLN,EUR,SP00,A,2008-02,3.5767904761905,A,F,,,P1M,,A,,,,,,,99Q1=100,,,4,,4F0,,Polish zloty/Euro,"ECB reference exchange rate, Polish zloty/Euro, 2.15 pm (C.E.T.)",PLN,0
EXR.M.PLN.EUR.SP00.A,M,PLN,EUR,SP00,A,2008-03,3.5362842105263,A,F,,,P1M,,A,,,,,,,99Q1=100,,,4,,4F0,,Polish zloty/Euro,"ECB reference exchange rate, Polish zloty/Euro, 2.15 pm (C.E.T.)",PLN,0
EXR.M.PLN.EUR.SP00.A,M,PLN,EUR,SP00,A,2008-04,3.4421272727273,A,F,,,P1M,,A,,,,,,,99Q1=100,,,4,,4F0,,Polish zloty/Euro,"ECB reference exchange rate, Polish zloty/Euro, 2.15 pm (C.E.T.)",PLN,0
EXR.M.PLN.EUR.SP00.A,M,PLN,EUR,SP00,A,2008-05,3.4037761904762,A,F,,,P1M,,A,,,,,,,99Q1=100,,,4,,4F0,,Polish zloty/Euro,"ECB reference exchange rate, Polish zloty/Euro, 2.15 pm (C.E.T.)",PLN,0
EXR.M.PLN.EUR.SP00.A,M,PLN,EUR,SP00,A,2008-06,3.3735523809524,A,F,,,P1M,,A,,,,,,,99Q1=100,,,4,,4F0,,Polish zloty/Euro,"ECB reference exchange rate, Polish zloty/Euro, 2.15 pm (C.E.T.)",PLN,0
EXR.M.PLN.EUR.SP00.A,M,PLN,EUR,SP00,A,2008-07,3.2590826086957,A,F,,,P1M,,A,,,,,,,99Q1=100,,,4,,4F0,,Polish zloty/Euro,"ECB reference exchange rate, Polish zloty/Euro, 2.15 pm (C.E.T.)",PLN,0
EXR.M.PLN.EUR.SP00.A,M,PLN,EUR,SP00,A,2008-08,3.2919619047619,A,F,,,P1M,,A,,,,,,,99Q1=100,,,4,,4F0,,Polish zloty/Euro,"ECB reference exchange rate, Polish zloty/Euro, 2.15 pm (C.E.T.)",PLN,0
EXR.M.PLN.EUR.SP00.A,M,PLN,EUR,SP00,A,2008-09,3.3747045454545,A,F,,,P1M,,A,,,,,,,99Q1=100,,,4,,4F0,,Polish zloty/Euro,"ECB reference exchange rate, Polish zloty/Euro, 2.15 pm (C.E.T.)",PLN,0
EXR.M.PLN.EUR.SP00.A,M,PLN,EUR,SP00,A,2008-10,3.5767260869565,A,F,,,P1M,,A,,,,,,,99Q1=100,,,4,,4F0,,Polish zloty/Euro,"ECB reference exchange rate, Polish zloty/Euro, 2.15 pm (C.E.T.)",PLN,0
EXR.M.PLN.EUR.SP00.A,M,PLN,EUR,SP00,A,2008-11,3.732595,A,F,,,P1M,,A,,,,,,,99Q1=100,,,4,,4F0,,Polish zloty/Euro,"ECB reference exchange rate, Polish zloty/Euro, 2.15 pm (C.E.T.)",PLN,0
EXR.M.PLN.EUR.SP00.A,M,PLN,EUR,SP00,A,2008-12,4.0044333333333,A,F,,,P1M,,A,,,,,,,99Q1=100,,,4,,4F0,,Polish zloty/Euro,"ECB reference exchange rate, Polish zloty/Euro, 2.15 pm (C.E.T.)",PLN,0
EXR.M.PLN.EUR.SP00.A,M,PLN,EUR,SP00,A,2009-01,4.230019047619,A,F,,,P1M,,A,,,,,,,99Q1=100,,,4,,4F0,,Polish zloty/Euro,"ECB reference exchange rate, Polish zloty/Euro, 2.15 pm (C.E.T.)",PLN,0
EXR.M.PLN.EUR.SP00.A,M,PLN,EUR,SP00,A,2009-02,4.64669,A,F,,,P1M,,A,,,,,,,99Q1=100,,,4,,4F0,,Polish zloty/Euro,"ECB reference exchange rate, Polish zloty/Euro, 2.15 pm (C.E.T.)",PLN,0
EXR.M.PLN.EUR.SP00.A,M,PLN,EUR,SP00,A,2009-03,4.6210363636364,A,F,,,P1M,,A,,,,,,,99Q1=100,,,4,,4F0,,Polish zloty/Euro,"ECB reference exchange rate, Polish zloty/Euro, 2.15 pm (C.E.T.)",PLN,0
EXR.M.PLN.EUR.SP00.A,M,PLN,EUR,SP00,A,2009-04,4.43256,A,F,,,P1M,,A,,,,,,,99Q1=100,,,4,,4F0,,Polish zloty/Euro,"ECB reference exchange rate, Polish zloty/Euro, 2.15 pm (C.E.T.)",PLN,0
EXR.M.PLN.EUR.SP00.A,M,PLN,EUR,SP00,A,2009-05,4.41027,A,F,,,P1M,,A,,,,,,,99Q1=100,,,4,,4F0,,Polish zloty/Euro,"ECB reference exchange rate, Polish zloty/Euro, 2.15 pm (C.E.T.)",PLN,0
EXR.M.PLN.EUR.SP00.A,M,PLN,EUR,SP00,A,2009-06,4.5084090909091,A,F,,,P1M,,A,,,,,,,99Q1=100,,,4,,4F0,,Polish zloty/Euro,"ECB reference exchange rate, Polish zloty/Euro, 2.15 pm (C.E.T.)",PLN,0
EXR.M.PLN.EUR.SP00.A,M,PLN,EUR,SP00,A,2009-07,4.2964869565217,A,F,,,P1M,,A,,,,,,,99Q1=100,,,4,,4F0,,Polish zloty/Euro,"ECB reference exchange rate, Polish zloty/Euro, 2.15 pm (C.E.T.)",PLN,0
EXR.M.PLN.EUR.SP00.A,M,PLN,EUR,SP00,A,2009-08,4.1310619047619,A,F,,,P1M,,A,,,,,,,99Q1=100,,,4,,4F0,,Polish zloty/Euro,"ECB reference exchange rate, Polish zloty/Euro, 2.15 pm (C.E.T.)",PLN,0
EXR.M.PLN.EUR.SP00.A,M,PLN,EUR,SP00,A,2009-09,4.1584318181818,A,F,,,P1M,,A,,,,,,,99Q1=100,,,4,,4F0,,Polish zloty/Euro,"ECB reference exchange rate, Polish zloty/Euro, 2.15 pm (C.E.T.)",PLN,0
EXR.M.PLN.EUR.SP00.A,M,PLN,EUR,SP00,A,2009-10,4.2146136363636,A,F,,,P1M,,A,,,,,,,99Q1=100,,,4,,4F0,,Polish zloty/Euro,"ECB reference exchange rate, Polish zloty/Euro, 2.15 pm (C.E.T.)",PLN,0
EXR.M.PLN.EUR.SP00.A,M,PLN,EUR,SP00,A,2009-11,4.1646047619048,A,F,,,P1M,,A,,,,,,,99Q1=100,,,4,,4F0,,Polish zloty/Euro,"ECB reference exchange rate, Polish zloty/Euro, 2.15 pm (C.E.T.)",PLN,0
EXR.M.PLN.EUR.SP00.A,M,PLN,EUR,SP00,A,2009-12,4.1439,A,F,,,P1M,,A,,,,,,,99Q1=100,,,4,,4F0,,Polish zloty/Euro,"ECB reference exchange rate, Polish zloty/Euro, 2.15 pm (C.E.T.)",PLN,0
EXR.M.PLN.EUR.SP00.A,M,PLN,EUR,SP00,A,2010-01,4.07034,A,F,,,P1M,,A,,,,,,,99Q1=100,,,4,,4F0,,Polish zloty/Euro,"ECB reference exchange rate, Polish zloty/Euro, 2.15 pm (C.E.T.)",PLN,0
EXR.M.PLN.EUR.SP00.A,M,PLN,EUR,SP00,A,2010-02,4.01438,A,F,,,P1M,,A,,,,,,,99Q1=100,,,4,,4F0,,Polish zloty/Euro,"ECB reference exchange rate, Polish zloty/Euro, 2.15 pm (C.E.T.)",PLN,0
EXR.M.PLN.EUR.SP00.A,M,PLN,EUR,SP00,A,2010-03,3.8905652173913,A,F,,,P1M,,A,,,,,,,99Q1=100,,,4,,4F0,,Polish zloty/Euro,"ECB reference exchange rate, Polish zloty/Euro, 2.15 pm (C.E.T.)",PLN,0
EXR.M.PLN.EUR.SP00.A,M,PLN,EUR,SP00,A,2010-04,3.87818,A,F,,,P1M,,A,,,,,,,99Q1=100,,,4,,4F0,,Polish zloty/Euro,"ECB reference exchange rate, Polish zloty/Euro, 2.15 pm (C.E.T.)",PLN,0
EXR.M.PLN.EUR.SP00.A,M,PLN,EUR,SP00,A,2010-05,4.0567333333333,A,F,,,P1M,,A,,,,,,,99Q1=100,,,4,,4F0,,Polish zloty/Euro,"ECB reference exchange rate, Polish zloty/Euro, 2.15 pm (C.E.T.)",PLN,0
EXR.M.PLN.EUR.SP00.A,M,PLN,EUR,SP00,A,2010-06,4.1054909090909,A,F,,,P1M,,A,,,,,,,99Q1=100,,,4,,4F0,,Polish zloty/Euro,"ECB reference exchange rate, Polish zloty/Euro, 2.15 pm (C.E.T.)",PLN,0
EXR.M.PLN.EUR.SP00.A,M,PLN,EUR,SP00,A,2010-07,4.0813727272727,A,F,,,P1M,,A,,,,,,,99Q1=100,,,4,,4F0,,Polish zloty/Euro,"ECB reference exchange rate, Polish zloty/Euro, 2.15 pm (C.E.T.)",PLN,0
EXR.M.PLN.EUR.SP00.A,M,PLN,EUR,SP00,A,2010-08,3.9898954545455,A,F,,,P1M,,A,,,,,,,99Q1=100,,,4,,4F0,,Polish zloty/Euro,"ECB reference exchange rate, Polish zloty/Euro, 2.15 pm (C.E.T.)",PLN,0
EXR.M.PLN.EUR.SP00.A,M,PLN,EUR,SP00,A,2010-09,3.9547727272727,A,F,,,P1M,,A,,,,,,,99Q1=100,,,4,,4F0,,Polish zloty/Euro,"ECB reference exchange rate, Polish zloty/Euro, 2.15 pm (C.E.T.)",PLN,0
EXR.M.PLN.EUR.SP00.A,M,PLN,EUR,SP00,A,2010-10,3.9496285714286,A,F,,,P1M,,A,,,,,,,99Q1=100,,,4,,4F0,,Polish zloty/Euro,"ECB reference exchange rate, Polish zloty/Euro, 2.15 pm (C.E.T.)",PLN,0
EXR.M.PLN.EUR.SP00.A,M,PLN,EUR,SP00,A,2010-11,3.9520318181818,A,F,,,P1M,,A,,,,,,,99Q1=100,,,4,,4F0,,Polish zloty/Euro,"ECB reference exchange rate, Polish zloty/Euro, 2.15 pm (C.E.T.)",PLN,0
EXR.M.PLN.EUR.SP00.A,M,PLN,EUR,SP00,A,2010-12,3.9961608695652,A,F,,,P1M,,A,,,,,,,99Q1=100,,,4,,4F0,,Polish zloty/Euro,"ECB reference exchange rate, Polish zloty/Euro, 2.15 pm (C.E.T.)",PLN,0
EXR.M.PLN.EUR.SP00.A,M,PLN,EUR,SP00,A,2011-01,3.8896333333333,A,F,,,P1M,,A,,,,,,,99Q1=100,,,4,,4F0,,Polish zloty/Euro,"ECB reference exchange rate, Polish zloty/Euro, 2.15 pm (C.E.T.)",PLN,0
EXR.M.PLN.EUR.SP00.A,M,PLN,EUR,SP00,A,2011-02,3.926365,A,F,,,P1M,,A,,,,,,,99Q1=100,,,4,,4F0,,Polish zloty/Euro,"ECB reference exchange rate, Polish zloty/Euro, 2.15 pm (C.E.T.)",PLN,0
EXR.M.PLN.EUR.SP00.A,M,PLN,EUR,SP00,A,2011-03,4.0144782608696,A,F,,,P1M,,A,,,,,,,99Q1=100,,,4,,4F0,,Polish zloty/Euro,"ECB reference exchange rate, Polish zloty/Euro, 2.15 pm (C.E.T.)",PLN,0
EXR.M.PLN.EUR.SP00.A,M,PLN,EUR,SP00,A,2011-04,3.9694105263158,A,F,,,P1M,,A,,,,,,,99Q1=100,,,4,,4F0,,Polish zloty/Euro,"ECB reference exchange rate, Polish zloty/Euro, 2.15 pm (C.E.T.)",PLN,0
EXR.M.PLN.EUR.SP00.A,M,PLN,EUR,SP00,A,2011-05,3.9403863636364,A,F,,,P1M,,A,,,,,,,99Q1=100,,,4,,4F0,,Polish zloty/Euro,"ECB reference exchange rate, Polish zloty/Euro, 2.15 pm (C.E.T.)",PLN,0
EXR.M.PLN.EUR.SP00.A,M,PLN,EUR,SP00,A,2011-06,3.9702454545455,A,F,,,P1M,,A,,,,,,,99Q1=100,,,4,,4F0,,Polish zloty/Euro,"ECB reference exchange rate, Polish zloty/Euro, 2.15 pm (C.E.T.)",PLN,0
EXR.M.PLN.EUR.SP00.A,M,PLN,EUR,SP00,A,2011-07,3.995080952381,A,F,,,P1M,,A,,,,,,,99Q1=100,,,4,,4F0,,Polish zloty/Euro,"ECB reference exchange rate, Polish zloty/Euro, 2.15 pm (C.E.T.)",PLN,0
EXR.M.PLN.EUR.SP00.A,M,PLN,EUR,SP00,A,2011-08,4.1195043478261,A,F,,,P1M,,A,,,,,,,99Q1=100,,,4,,4F0,,Polish zloty/Euro,"ECB reference exchange rate, Polish zloty/Euro, 2.15 pm (C.E.T.)",PLN,0
EXR.M.PLN.EUR.SP00.A,M,PLN,EUR,SP00,A,2011-09,4.3379409090909,A,F,,,P1M,,A,,,,,,,99Q1=100,,,4,,4F0,,Polish zloty/Euro,"ECB reference exchange rate, Polish zloty/Euro, 2.15 pm (C.E.T.)",PLN,0
EXR.M.PLN.EUR.SP00.A,M,PLN,EUR,SP00,A,2011-10,4.3516476190476,A,F,,,P1M,,A,,,,,,,99Q1=100,,,4,,4F0,,Polish zloty/Euro,"ECB reference exchange rate, Polish zloty/Euro, 2.15 pm (C.E.T.)",PLN,0
EXR.M.PLN.EUR.SP00.A,M,PLN,EUR,SP00,A,2011-11,4.4323590909091,A,F,,,P1M,,A,,,,,,,99Q1=100,,,4,,4F0,,Polish zloty/Euro,"ECB reference exchange rate, Polish zloty/Euro, 2.15 pm (C.E.T.)",PLN,0
EXR.M.PLN.EUR.SP00.A,M,PLN,EUR,SP00,A,2011-12,4.4774,A,F,,,P1M,,A,,,,,,,99Q1=100,,,4,,4F0,,Polish zloty/Euro,"ECB reference exchange rate, Polish zloty/Euro, 2.15 pm (C.E.T.)",PLN,0
EXR.M.PLN.EUR.SP00.A,M,PLN,EUR,SP00,A,2012-01,4.3760136363636,A,F,,,P1M,,A,,,,,,,99Q1=100,,,4,,4F0,,Polish zloty/Euro,"ECB reference exchange rate, Polish zloty/Euro, 2.15 pm (C.E.T.)",PLN,0
EXR.M.PLN.EUR.SP00.A,M,PLN,EUR,SP00,A,2012-02,4.1834904761905,A,F,,,P1M,,A,,,,,,,99Q1=100,,,4,,4F0,,Polish zloty/Euro,"ECB reference exchange rate, Polish zloty/Euro, 2.15 pm (C.E.T.)",PLN,0
EXR.M.PLN.EUR.SP00.A,M,PLN,EUR,SP00,A,2012-03,4.1370454545455,A,F,,,P1M,,A,,,,,,,99Q1=100,,,4,,4F0,,Polish zloty/Euro,"ECB reference exchange rate, Polish zloty/Euro, 2.15 pm (C.E.T.)",PLN,0
EXR.M.PLN.EUR.SP00.A,M,PLN,EUR,SP00,A,2012-04,4.1781684210526,A,F,,,P1M,,A,,,,,,,99Q1=100,,,4,,4F0,,Polish zloty/Euro,"ECB reference exchange rate, Polish zloty/Euro, 2.15 pm (C.E.T.)",PLN,0
